=== ADS8688 History Data (Sample Count: 10752) ===
Index,CH0(V),CH1(V),CH2(V),CH3(V),CH4(V),CH5(V),CH6(V),CH7(V)
288,0.0000,2.5562,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0147
289,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0147,-10.2400,-0.0147
290,0.0000,2.5565,-10.2400,-0.0144,-10.2400,-0.0141,-10.2400,-0.0150
291,0.0000,2.5563,-10.2400,-0.0141,-10.2400,-0.0138,-10.2400,-0.0144
292,0.0000,2.5566,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0144
293,0.0000,2.5562,-10.2400,-0.0147,-10.2400,-0.0147,-10.2400,-0.0153
294,0.0000,2.5564,-10.2400,-0.0141,-10.2400,-0.0141,-10.2400,-0.0150
295,0.0000,2.5566,-10.2400,-0.0153,-10.2400,-0.0147,-10.2400,-0.0147
296,0.0000,2.5565,-10.2400,-0.0147,-10.2400,-0.0141,-10.2400,-0.0144
297,0.0000,2.5565,-10.2400,-0.0150,-10.2400,-0.0144,-10.2400,-0.0159
298,0.0000,2.5564,-10.2400,-0.0141,-10.2400,-0.0144,-10.2400,-0.0150
299,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0141,-10.2400,-0.0138
300,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0138,-10.2400,-0.0147
301,0.0000,2.5564,-10.2400,-0.0153,-10.2400,-0.0150,-10.2400,-0.0144
302,0.0000,2.5564,-10.2400,-0.0131,-10.2400,-0.0150,-10.2400,-0.0141
303,0.0000,2.5563,-10.2400,-0.0150,-10.2400,-0.0150,-10.2400,-0.0141
304,0.0000,2.5564,-10.2400,-0.0141,-10.2400,-0.0144,-10.2400,-0.0138
305,0.0000,2.5563,-10.2400,-0.0147,-10.2400,-0.0150,-10.2400,-0.0141
306,0.0000,2.5567,-10.2400,-0.0150,-10.2400,-0.0153,-10.2400,-0.0144
307,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0150,-10.2400,-0.0144
308,0.0000,2.5562,-10.2400,-0.0150,-10.2400,-0.0147,-10.2400,-0.0153
309,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0144,-10.2400,-0.0150
310,0.0000,2.5564,-10.2400,-0.0141,-10.2400,-0.0147,-10.2400,-0.0147
311,0.0000,2.5564,-10.2400,-0.0141,-10.2400,-0.0147,-10.2400,-0.0153
312,0.0000,2.5568,-10.2400,-0.0141,-10.2400,-0.0147,-10.2400,-0.0150
313,0.0000,2.5562,-10.2400,-0.0147,-10.2400,-0.0147,-10.2400,-0.0141
314,0.0000,2.5566,-10.2400,-0.0147,-10.2400,-0.0141,-10.2400,-0.0150
315,0.0000,2.5561,-10.2400,-0.0141,-10.2400,-0.0141,-10.2400,-0.0144
316,0.0000,2.5562,-10.2400,-0.0153,-10.2400,-0.0153,-10.2400,-0.0144
317,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0138,-10.2400,-0.0134
318,0.0000,2.5566,-10.2400,-0.0141,-10.2400,-0.0147,-10.2400,-0.0147
319,0.0000,2.5561,-10.2400,-0.0150,-10.2400,-0.0144,-10.2400,-0.0147
320,0.0000,2.5565,-10.2400,-0.0138,-10.2400,-0.0147,-10.2400,-0.0150
321,0.0000,2.5563,-10.2400,-0.0147,-10.2400,-0.0150,-10.2400,-0.0144
322,0.0000,2.5563,-10.2400,-0.0141,-10.2400,-0.0144,-10.2400,-0.0147
323,0.0000,2.5564,-10.2400,-0.0153,-10.2400,-0.0144,-10.2400,-0.0138
324,0.0000,2.5565,-10.2400,-0.0150,-10.2400,-0.0147,-10.2400,-0.0147
325,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0144,-10.2400,-0.0138
326,0.0000,2.5565,-10.2400,-0.0144,-10.2400,-0.0153,-10.2400,-0.0150
327,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0147,-10.2400,-0.0141
328,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0141,-10.2400,-0.0144
329,0.0000,2.5563,-10.2400,-0.0150,-10.2400,-0.0141,-10.2400,-0.0144
330,0.0000,2.5566,-10.2400,-0.0147,-10.2400,-0.0141,-10.2400,-0.0150
331,0.0000,2.5564,-10.2400,-0.0134,-10.2400,-0.0147,-10.2400,-0.0141
332,0.0000,2.5564,-10.2400,-0.0138,-10.2400,-0.0147,-10.2400,-0.0153
333,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0153,-10.2400,-0.0147
334,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0150,-10.2400,-0.0150
335,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0138,-10.2400,-0.0144
336,0.0000,2.5566,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0147
337,0.0000,2.5563,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0147
338,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0138,-10.2400,-0.0150
339,0.0000,2.5562,-10.2400,-0.0150,-10.2400,-0.0144,-10.2400,-0.0144
340,0.0000,2.5563,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0144
341,0.0000,2.5563,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0141
342,0.0000,2.5563,-10.2400,-0.0138,-10.2400,-0.0134,-10.2400,-0.0141
343,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0147,-10.2400,-0.0138
344,0.0000,2.5565,-10.2400,-0.0144,-10.2400,-0.0141,-10.2400,-0.0144
345,0.0000,2.5563,-10.2400,-0.0144,-10.2400,-0.0150,-10.2400,-0.0141
346,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0147,-10.2400,-0.0150
347,0.0000,2.5563,-10.2400,-0.0144,-10.2400,-0.0150,-10.2400,-0.0147
348,0.0000,2.5563,-10.2400,-0.0147,-10.2400,-0.0144,-10.2400,-0.0147
349,0.0000,2.5563,-10.2400,-0.0144,-10.2400,-0.0150,-10.2400,-0.0150
350,0.0000,2.5563,-10.2400,-0.0147,-10.2400,-0.0147,-10.2400,-0.0147
351,0.0000,2.5567,-10.2400,-0.0147,-10.2400,-0.0147,-10.2400,-0.0147
352,0.0000,2.5567,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0147
353,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0141,-10.2400,-0.0150
354,0.0000,2.5563,-10.2400,-0.0141,-10.2400,-0.0144,-10.2400,-0.0141
355,0.0000,2.5566,-10.2400,-0.0153,-10.2400,-0.0147,-10.2400,-0.0144
356,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0150,-10.2400,-0.0147
357,0.0000,2.5564,-10.2400,-0.0138,-10.2400,-0.0150,-10.2400,-0.0144
358,0.0000,2.5565,-10.2400,-0.0147,-10.2400,-0.0144,-10.2400,-0.0150
359,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0147,-10.2400,-0.0144
360,0.0000,2.5565,-10.2400,-0.0141,-10.2400,-0.0150,-10.2400,-0.0150
361,0.0000,2.5567,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0141
362,0.0000,2.5565,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0144
363,0.0000,2.5566,-10.2400,-0.0147,-10.2400,-0.0150,-10.2400,-0.0150
364,0.0000,2.5563,-10.2400,-0.0144,-10.2400,-0.0150,-10.2400,-0.0147
365,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0150,-10.2400,-0.0147
366,0.0000,2.5565,-10.2400,-0.0141,-10.2400,-0.0144,-10.2400,-0.0144
367,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0144,-10.2400,-0.0144
368,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0144
369,0.0000,2.5564,-10.2400,-0.0156,-10.2400,-0.0144,-10.2400,-0.0150
370,0.0000,2.5563,-10.2400,-0.0150,-10.2400,-0.0150,-10.2400,-0.0141
371,0.0000,2.5563,-10.2400,-0.0141,-10.2400,-0.0141,-10.2400,-0.0138
372,0.0000,2.5565,-10.2400,-0.0141,-10.2400,-0.0147,-10.2400,-0.0141
373,0.0000,2.5567,-10.2400,-0.0138,-10.2400,-0.0144,-10.2400,-0.0144
374,0.0000,2.5563,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0144
375,0.0000,2.5565,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0138
376,0.0000,2.5566,-10.2400,-0.0153,-10.2400,-0.0147,-10.2400,-0.0138
377,0.0000,2.5565,-10.2400,-0.0138,-10.2400,-0.0147,-10.2400,-0.0150
378,0.0000,2.5563,-10.2400,-0.0141,-10.2400,-0.0153,-10.2400,-0.0144
379,0.0000,2.5563,-10.2400,-0.0141,-10.2400,-0.0134,-10.2400,-0.0147
380,0.0000,2.5565,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0144
381,0.0000,2.5564,-10.2400,-0.0153,-10.2400,-0.0144,-10.2400,-0.0141
382,0.0000,2.5565,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0134
383,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0150,-10.2400,-0.0147
384,0.0000,2.5563,-10.2400,-0.0150,-10.2400,-0.0159,-10.2400,-0.0147
385,0.0000,2.5565,-10.2400,-0.0141,-10.2400,-0.0144,-10.2400,-0.0147
386,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0144,-10.2400,-0.0138
387,0.0000,2.5563,-10.2400,-0.0141,-10.2400,-0.0144,-10.2400,-0.0150
388,0.0000,2.5565,-10.2400,-0.0141,-10.2400,-0.0141,-10.2400,-0.0144
389,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0147
390,0.0000,2.5568,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0138
391,0.0000,2.5565,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0147
392,0.0000,2.5563,-10.2400,-0.0150,-10.2400,-0.0147,-10.2400,-0.0150
393,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0150,-10.2400,-0.0147
394,0.0000,2.5565,-10.2400,-0.0141,-10.2400,-0.0147,-10.2400,-0.0144
395,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0144
396,0.0000,2.5562,-10.2400,-0.0144,-10.2400,-0.0153,-10.2400,-0.0141
397,0.0000,2.5565,-10.2400,-0.0141,-10.2400,-0.0153,-10.2400,-0.0150
398,0.0000,2.5565,-10.2400,-0.0147,-10.2400,-0.0150,-10.2400,-0.0144
399,0.0000,2.5565,-10.2400,-0.0150,-10.2400,-0.0141,-10.2400,-0.0150
400,0.0000,2.5564,-10.2400,-0.0138,-10.2400,-0.0144,-10.2400,-0.0144
401,0.0000,2.5563,-10.2400,-0.0153,-10.2400,-0.0144,-10.2400,-0.0144
402,0.0000,2.5564,-10.2400,-0.0156,-10.2400,-0.0147,-10.2400,-0.0144
403,0.0000,2.5564,-10.2400,-0.0138,-10.2400,-0.0150,-10.2400,-0.0153
404,0.0000,2.5564,-10.2400,-0.0153,-10.2400,-0.0147,-10.2400,-0.0138
405,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0150
406,0.0000,2.5564,-10.2400,-0.0153,-10.2400,-0.0138,-10.2400,-0.0147
407,0.0000,2.5562,-10.2400,-0.0153,-10.2400,-0.0144,-10.2400,-0.0141
408,0.0000,2.5565,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0134
409,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0144,-10.2400,-0.0144
410,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0150,-10.2400,-0.0147
411,0.0000,2.5565,-10.2400,-0.0147,-10.2400,-0.0144,-10.2400,-0.0141
412,0.0000,2.5563,-10.2400,-0.0147,-10.2400,-0.0147,-10.2400,-0.0147
413,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0144,-10.2400,-0.0150
414,0.0000,2.5568,-10.2400,-0.0150,-10.2400,-0.0141,-10.2400,-0.0141
415,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0147,-10.2400,-0.0141
416,0.0000,2.5563,-10.2400,-0.0150,-10.2400,-0.0141,-10.2400,-0.0141
417,0.0000,2.5564,-10.2400,-0.0153,-10.2400,-0.0141,-10.2400,-0.0150
418,0.0000,2.5565,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0144
419,0.0000,2.5564,-10.2400,-0.0138,-10.2400,-0.0147,-10.2400,-0.0147
420,0.0000,2.5562,-10.2400,-0.0144,-10.2400,-0.0141,-10.2400,-0.0153
421,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0150,-10.2400,-0.0144
422,0.0000,2.5566,-10.2400,-0.0141,-10.2400,-0.0150,-10.2400,-0.0147
423,0.0000,2.5565,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0147
424,0.0000,2.5562,-10.2400,-0.0147,-10.2400,-0.0144,-10.2400,-0.0144
425,0.0000,2.5562,-10.2400,-0.0150,-10.2400,-0.0141,-10.2400,-0.0141
426,0.0000,2.5565,-10.2400,-0.0141,-10.2400,-0.0144,-10.2400,-0.0144
427,0.0000,2.5567,-10.2400,-0.0138,-10.2400,-0.0141,-10.2400,-0.0144
428,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0144
429,0.0000,2.5563,-10.2400,-0.0141,-10.2400,-0.0150,-10.2400,-0.0153
430,0.0000,2.5563,-10.2400,-0.0147,-10.2400,-0.0150,-10.2400,-0.0131
431,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0150
432,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0141,-10.2400,-0.0141
433,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0150,-10.2400,-0.0144
434,0.0000,2.5564,-10.2400,-0.0141,-10.2400,-0.0147,-10.2400,-0.0144
435,0.0000,2.5564,-10.2400,-0.0153,-10.2400,-0.0144,-10.2400,-0.0144
436,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0144,-10.2400,-0.0147
437,0.0000,2.5564,-10.2400,-0.0156,-10.2400,-0.0144,-10.2400,-0.0147
438,0.0000,2.5565,-10.2400,-0.0144,-10.2400,-0.0141,-10.2400,-0.0147
439,0.0000,2.5563,-10.2400,-0.0150,-10.2400,-0.0150,-10.2400,-0.0141
440,0.0000,2.5565,-10.2400,-0.0141,-10.2400,-0.0147,-10.2400,-0.0141
441,0.0000,2.5564,-10.2400,-0.0153,-10.2400,-0.0150,-10.2400,-0.0138
442,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0141,-10.2400,-0.0134
443,0.0000,2.5564,-10.2400,-0.0141,-10.2400,-0.0153,-10.2400,-0.0144
444,0.0000,2.5564,-10.2400,-0.0153,-10.2400,-0.0153,-10.2400,-0.0150
445,0.0000,2.5563,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0150
446,0.0000,2.5563,-10.2400,-0.0147,-10.2400,-0.0144,-10.2400,-0.0138
447,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0150,-10.2400,-0.0144
448,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0147,-10.2400,-0.0144
449,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0138
450,0.0000,2.5561,-10.2400,-0.0147,-10.2400,-0.0141,-10.2400,-0.0150
451,0.0000,2.5565,-10.2400,-0.0150,-10.2400,-0.0144,-10.2400,-0.0147
452,0.0000,2.5564,-10.2400,-0.0141,-10.2400,-0.0150,-10.2400,-0.0147
453,0.0000,2.5563,-10.2400,-0.0153,-10.2400,-0.0147,-10.2400,-0.0150
454,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0134,-10.2400,-0.0150
455,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0147,-10.2400,-0.0141
456,0.0000,2.5564,-10.2400,-0.0138,-10.2400,-0.0144,-10.2400,-0.0147
457,0.0000,2.5563,-10.2400,-0.0147,-10.2400,-0.0144,-10.2400,-0.0144
458,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0141,-10.2400,-0.0153
459,0.0000,2.5564,-10.2400,-0.0141,-10.2400,-0.0144,-10.2400,-0.0144
460,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0150,-10.2400,-0.0144
461,0.0000,2.5565,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0141
462,0.0000,2.5565,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0150
463,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0150,-10.2400,-0.0144
464,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0141,-10.2400,-0.0138
465,0.0000,2.5565,-10.2400,-0.0150,-10.2400,-0.0147,-10.2400,-0.0147
466,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0144,-10.2400,-0.0138
467,0.0000,2.5564,-10.2400,-0.0153,-10.2400,-0.0144,-10.2400,-0.0153
468,0.0000,2.5566,-10.2400,-0.0153,-10.2400,-0.0144,-10.2400,-0.0147
469,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0147
470,0.0000,2.5564,-10.2400,-0.0141,-10.2400,-0.0138,-10.2400,-0.0141
471,0.0000,2.5567,-10.2400,-0.0138,-10.2400,-0.0144,-10.2400,-0.0150
472,0.0000,2.5563,-10.2400,-0.0144,-10.2400,-0.0156,-10.2400,-0.0153
473,0.0000,2.5566,-10.2400,-0.0147,-10.2400,-0.0150,-10.2400,-0.0144
474,0.0000,2.5564,-10.2400,-0.0138,-10.2400,-0.0144,-10.2400,-0.0150
475,0.0000,2.5563,-10.2400,-0.0147,-10.2400,-0.0147,-10.2400,-0.0141
476,0.0000,2.5566,-10.2400,-0.0150,-10.2400,-0.0147,-10.2400,-0.0141
477,0.0000,2.5564,-10.2400,-0.0141,-10.2400,-0.0147,-10.2400,-0.0147
478,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0144,-10.2400,-0.0138
479,0.0000,2.5567,-10.2400,-0.0150,-10.2400,-0.0144,-10.2400,-0.0141
480,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0147,-10.2400,-0.0147
481,0.0000,2.5565,-10.2400,-0.0150,-10.2400,-0.0144,-10.2400,-0.0147
482,0.0000,2.5563,-10.2400,-0.0153,-10.2400,-0.0153,-10.2400,-0.0138
483,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0147
484,0.0000,2.5563,-10.2400,-0.0138,-10.2400,-0.0144,-10.2400,-0.0150
485,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0141,-10.2400,-0.0141
486,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0144,-10.2400,-0.0156
487,0.0000,2.5563,-10.2400,-0.0150,-10.2400,-0.0144,-10.2400,-0.0141
488,0.0000,2.5564,-10.2400,-0.0153,-10.2400,-0.0144,-10.2400,-0.0144
489,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0144
490,0.0000,2.5567,-10.2400,-0.0156,-10.2400,-0.0144,-10.2400,-0.0141
491,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0147,-10.2400,-0.0144
492,0.0000,2.5564,-10.2400,-0.0141,-10.2400,-0.0147,-10.2400,-0.0141
493,0.0000,2.5564,-10.2400,-0.0141,-10.2400,-0.0150,-10.2400,-0.0147
494,0.0000,2.5563,-10.2400,-0.0141,-10.2400,-0.0150,-10.2400,-0.0144
495,0.0000,2.5563,-10.2400,-0.0150,-10.2400,-0.0144,-10.2400,-0.0150
496,0.0000,2.5563,-10.2400,-0.0144,-10.2400,-0.0144,-10.2400,-0.0147
497,0.0000,2.5565,-10.2400,-0.0141,-10.2400,-0.0147,-10.2400,-0.0134
498,0.0000,2.5566,-10.2400,-0.0141,-10.2400,-0.0144,-10.2400,-0.0141
499,0.0000,2.5564,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0144
500,0.0000,2.5563,-10.2400,-0.0150,-10.2400,-0.0147,-10.2400,-0.0147
501,0.0000,2.5566,-10.2400,-0.0147,-10.2400,-0.0147,-10.2400,-0.0141
502,0.0000,2.5564,-10.2400,-0.0141,-10.2400,-0.0147,-10.2400,-0.0147
503,0.0000,2.5565,-10.2400,-0.0144,-10.2400,-0.0141,-10.2400,-0.0153
504,0.0000,2.5562,-10.2400,-0.0150,-10.2400,-0.0147,-10.2400,-0.0150
505,0.0000,2.5564,-10.2400,-0.0147,-10.2400,-0.0141,-10.2400,-0.0147
506,0.0000,2.5563,-10.2400,-0.0144,-10.2400,-0.0147,-10.2400,-0.0141
507,0.0000,2.5563,-10.2400,-0.0144,-10.2400,-0.0141,-10.2400,-0.0150
508,0.0000,2.5564,-10.2400,-0.0141,-10.2400,-0.0141,-10.2400,-0.0147
509,0.0000,2.5564,-10.2400,-0.0150,-10.2400,-0.0144,-10.2400,-0.0150
510,0.0000,2.5563,-10.2400,-0.0144,-10.2400,-0.0141,-10.2400,-0.0147
511,0.0000,2.5562,-10.2400,-0.0138,-10.2400,-0.0150,-10.2400,-0.0147
=== End of History Data ===
